"Author_ID","Name","Notes"
9453,Donnelly Ignatius Donnelly,"Ignatius Loyola Donnelly (November 3, 1831 – January 1, 1901) was a U.S. Congressman, populist writer and amateur scientist, known primarily now for his theories concerning Atlantis, Catastrophism (especially the idea of an ancient impact event affecting ancient civilizations), and Shakespearean authorship, which many modern historians consider to be pseudoscience and pseudohistory. He was the son of an Irish immigrant who had settled in Philadelphia, Pennsylvania. He was admitted to the prestigious Central High School, the second oldest public high school in the United States. There he studied under the presidency of John S. Hart, excelling primarily in literature. He then decided to become a lawyer, and became a clerk for Benjamin Brewster, who later became Attorney-General of the United States. He was admitted to the bar in 1852. In 1855, he married Katherine McCaffrey, with whom he had three children. In 1855, he resigned his clerkship, entered politics and participated in communal home building schemes. Together with several partners, he initiated a utopian community called Nininger City.                        "
9475,August Derleth E. C. Tubb,
9505,Gordon R Dickson Godwin,
9511,Lovecraft H.P. Derleth August,
9528,Michael Og Poul Otto Nielsel Andersen,
9542,William Jardine Robert Hermann Schomburgk,
9564,Ambrose / Illustrated By Ferebe Streett Bierce,
9578,Nathaniel Hawthorne Edgar Allan Poe,
9586,Owen Dudley Edwards Arthur Conan Doyle,
9588,Arthur Sherlock Holmes : Une Aventure De Sherlock Holmes Conan Doyle,
9597,G G Pendarves Robert E Howard,
9599,Jonathan Lapoma,"Jonathan LaPoma is an award-winning, best-selling novelist, screenwriter, songwriter, and poet from Buffalo, NY. In 2005, he received a BA in history and a secondary education credential from the State University of New York at Geneseo, and he traveled extensively throughout the United States and Mexico after graduating. These experiences have become the inspiration for much of his writing, which often explores themes of alienation and misery as human constructions that can be overcome through self-understanding and the acceptance of suffering. LaPoma has written four novels, twelve screenplays, and hundreds of songs and poems. His screenplays have won over 150 awards/honors at various international screenwriting competitions, and his black comedy script HARM FOR THE HOLIDAYS was optioned by Warren Zide along with Wexlfish Pictures (AMERICAN PIE, FINAL DESTINATION, THE BIG HIT) in July 2017. LaPoma's novels have been recommended by Kirkus Reviews and Barnes and Noble (B&N Press Presents list), have hit the #1 Amazon Bestseller lists in the Satire, Urban Life, Metaphysical, Metaphysical & Visionary, and Religious & Inspirational Kindle categories (USA, Canada, and Australia), and have won awards/honors in the 2018 Eric Hoffer Book Award, the 2016 and 2017 Florida Authors and Publishers Association President's Awards, and the 2015 Stargazer Literary Prizes. He lives in San Diego, CA and teaches at a public secondary school.                        "
9623,Poul. Anderson,
9651,Ben P. Indick,
9660,J M Landels,"In addition to her work as a writer, editor, artist, and publisher, JM Landels teaches swordplay and riding — sometimes both at the same time — in Richmond, BC. She draws on this experience, as well as her time as a rock musician and childbirth educator, to inform her debut fantasy novel, Allaigna’s Song: Overture.                        "
9665,Emily] Worrall Dickinson,"Simon Worrall has published articles in the Sunday Review, The New Yorker, The Paris Review, and National Geographic magazine, among others. The Poet and the Murderer is his first book.                        "
9685,La Mort Dans Les Nuages Agatha Christie,
9721,Ripley'S Believe It Or Not,
9750,Evelyn E. Smith,
9768,Von Daniken,
9789,Jeanette Mccarty,
9805,Charles Scribner,
9834,Helen Nielsen,
9858,Charles Wimberly Lowry,
9868,H.G.,
9892,Ray Bradbury L. Ron Hubbard,
9896,E. A.Wallis Budge,
9905,J. G. Milne Margaret Alice Murray,
9917,Joan D. Vinge,
9940,F. Marion Crawford,
9942,Starring),
9943,Edmond,
9944,Charles Dickens.,
9949,Lovecraft H.P.,
9951,H.P Lovecraft,
9965,Edited By),
9977,Robert Bloch Edited By Dorothy Mcilwraith With Stories By Theodore Sturgeon,
9987,Charles Mills Gayley,
9999,Leigh / Robert Silverberg Brackett,
10029,Cor),
10040,Prideaux John Selby,
10061,Andrew Crichton John Blackadder,
10064,Cover Art By Alex Schomburg),
10083,Alma Flor Ada,"THE ACADEMY OF NUTRITION AND DIETETICS, formerly the American Dietetic Association, is the largest group of food and nutrition professionals in the world. As the advocate of the dietetic profession, the Academy serves the public by promoting optimal nutrition, health, and well-being.G. BRIAN KARAS has illustrated dozens of popular books, including Cinder-Elly and Sleepless Beauty by Frances Minters, Saving Sweetness and Raising Sweetness by Diane Stanley, and the HiRise Private Eyes beginning-reader series by Cynthia Rylant. He lives in Rhineback, New York.                        "
10120,William Gibson,
10138,Agata Christie,
10143,Christina Rossetti Robert Louis Stevenson,
10161,Leo Ray Bradbury Margolies,
10184,G. Fred Asbell M.R. James,"MR JAMES, G FRED ASBELL, DAVE HOLT, DWIGHT SCHUH MR JAMES, G FRED ASBELL, DAVE HOLT, DWIGHT SCHUH MR JAMES, G FRED ASBELL, DAVE HOLT, DWIGHT SCHUH MR JAMES, G FRED ASBELL, DAVE HOLT, DWIGHT SCHUH                        "
10220,Steven R. Pliszka Caryn L. Carlson,
10226,Paul Fairman,
10229,Shelley Peterson,"Shelley Peterson is the bestselling author of several published novels for young readers, including Stagestruck, Sundancer, Christmas at Saddle Creek, and Jockey Girl. She raises horses at Fox Ridge, her family’s stable in Caledon.Shelley Peterson is the bestselling author of several published novels for young readers, including Sundancer, Christmas at Saddle Creek, and Jockey Girl. She raises horses at Fox Ridge, her family’s stable in Caledon.                        "
10230,Stephen Grendon,
10233,E. A. Wallis + Mchague + Drimmer Budge,
10240,John Keel,
10252,Alec Templeton,
10270,Budge Wallis E. A.,
10334,George H / Lin Carter Smith,
10349,Pierre Sipriot La Table Ronde,
10362,Leigh Brackett Edited By Oscar J. Friend With Stories By Carl Jacobi,
10400,Emily Dickinson Geoffrey Moore Editor,
10402,Keith / Poul Andersen / Frank Herbert / Gordon Dicksom / Harlan Ellison Laumer,
10410,Jeff Vandermeer,"Anthology editor John Klima spent the first quarter century of life in the state of Wisconsin. He moved to New Jersey in the late 90s to get a job in publishing. Since then John has worked in publishing, computer programming, and—since completing his Master's degree in Library and Information Science in December 2005—librarianship. He currently works as the young adult librarian and systems administrator at his local library. Outside of work, he edits the science fiction zine, Electric Velocipede.                        "
10411,La Troisième Fille Agatha Christie,"Agatha Christie est sans nul doute l'une des romancieres les plus appreciees de son temps. Auteur de quatre-vingt-quatre ouvrages qui constituent pour la plupart des intrigues policieres, d'une vingtaine de pieces de theatre et de plusieurs recueils de nouvelles, elle est parvenue a faire de ses oeuvres de grands succes du XXe siecle, lues partout dans le monde (plus de 2 milliards d'exemplaires vendus).                        "
10412,Christopher Holme,
10413,Ignatius : Sykes Donnelly,
10420,Mark,
10428,Arthurs C. Clarke,
10433,Emily). Clendenning Dickinson,
10503,Los Piratas De Skaith,
10505,Hazel Ed. Includes Felleman,
10540,John / Carter Rackham,
10541,John Blackader,
10549,Leigh Brackett-Philip K. Dick,
10573,John Soane'S Museum E. A. Wallis Budge,
10587,Robert Louis Stevenson,
10600,Bulfinch,
10628,Richard Hardwick,
10637,August William) Derleth,
10653,Agatha La Mort Dans Les Nuages Christie,
10670,August. Forward By Donald Wandrei Derleth,
10672,Manly Banister,
10679,H.P. Lovecraft: August Derleth,
10691,H. P. / Lin Carter Lovecraft,
10702,Edgar Rice,
10706,Stanley Dehler Mayer,
10720,Johnathan / Aitken George Swift,
10721,British Museum. Dept . Of Egyptian,
10736,Katharine Hillard Helena Petrovna Blavatsky,
10742,Charles Charles Dickens,
10762,Vance Jack,
10787,Petronova Helena. Blavatsky,
10789,L,
10803,Ed),
10804,L.L.D Clement C. Moore,
10818,James Maccreigh,
10822,Laurence Olivier,
10829,George O. Smith,
10881,Lin Carter.,
10887,Ron Goulart Robert F. Young,
10903,Paul Lawrence Payne,
10928,British Museum,
10940,Ambrose. Compiled By Carroll D. Hall. Foreword By Joseph Henry Jackson. Bierce,
10962,Helena P. Blavatsky: Comentados Por Mario Roso De Luna,
10968,Paul Park,"PAUL PARK lives in North Adams, MA                        "
10984,British Museum Dept . Of Egyptian,
10988,Otto Binder,
10992,Mâr Gregory John Bar Hebræus E. A. Wallis Budge,
11004,Emily . Dickinson,
11011,Cordwainer Smith,
11015,Polidori John William,
11019,Mark St. Amant,Mark St. Amant is also the author of Committed: Confessions of a Fantasy Football Junkie. Mark has regularly appeared on ESPN Classic and has contributed to The Boston Globe Magazine. He lives in Boston with his wife and daughter.                        
11023,Stanley G Weinbaum,
11024,Jane Jackman,"Jane Jakeman is a well-known journalist and art historian and has worked for Oxford University Press. She is also the author of two 19th-century novels starring Lord Ambrose, The Egyptian Coffin and Let There Be Blood                        "
11036,John Wayne,
11038,Collected),
11039,Emily,
11061,John H. Howard,
11062,Howard Phillips Lovecraft Y August Derleth,
11073,Emily) Pollitt Dickinson,
11076,Unknown Unknown,
11088,Thomas Thomas Bulfinch Bulfinch,
11098,Carlo Fruttero,
11121,Will Barnet,
11128,Wallis E. A. Budge,"Sir Ernest Alfred Thompson Wallis Budge (1857–1934) ranked among the most distinguished Egyptologists of his era. In addition to his 40-year career at the British Museum, Budge was a prolific and popular author who specialized in books on ancient Egyptian religion and hieroglyphic primers.                        "
11143,Richard K. Lyon Andrew J. Offutt,
11174,Wallis Budge E A,
11190,Myrle Benedict,
11203,Default,
11207,Merritt Abraham,
11221,Harold Vinal,
11227,Potter Gift,"Potter Style, an imprint of the Crown Publishing group, is a high-end gift book and stationery line, specializing in lifestyle, design, art, fashion, humor, and DIY.                        "
11241,Art Lewis,
11277,Christopher William. Trans. Andrew Crichton. Continuation By M. Schoell. Koch,
11292,Ed Bryant,
11311,Josef. Albers,
11313,George Gordon Byron Byron John William Polidori,"John William Polidori (7 September 1795 – 24 August 1821) was an English writer and physician. He is known for his associations with the Romantic movement and credited by some as the creator of the vampire genre of fantasy fiction. His most successful work was the short story The Vampyre (1819), the first published modern vampire story.                        "
11364,Lin Carter/John Rackham,
11396,Loti,
11398,Thomas/ Budin Bulfinch,"Thomas Bulfinch was an American writer born in Newton, Massachusetts.University of Pennsylvania: M.A., Ph.D. Graduate Group in Ancient History. Dissertation Title: “The Origins of Aphrodite.” 1991–2000                         "
11402,Ed Donald A Wollheim,
11408,Startling Mystery Stories),
11430,Jane Austen Jane Austen,"Jane Austen (1775-1817) was extremely modest about her own genius but has become one of English literature's most famous women writers. She is also the author of Sense and Sensibility, Pride and Prejudice, Emma, Persuasion, and Northanger Abbey.                        "
11437,E. A. Wallis Budge John Patrick Crichton,"E. A. Wallis Budge, the author of numerous books, was once the Keeper of Egyptian and Assyrian Antiques in the British Museum.                        "
11453,Richard / De Camp Shaver,
11463,August / Junior Vision Book Derleth,
11470,Robert E./Brackett Howard,
11472,Murray Leinster,
11505,Adapt Du Roman Original De Charles Dickens Par Grant Mcintyr,
11532,Richard L. Loughlin,
11575,Thoma Bulfinch,
11601,H. Lawrence Hoffman August William Derleth,
11603,James Nagel Henry S. Villard,
11610,Katherine Augusta Westcott Tingley Helena Petrovna Blavatsky,
11611,Merte Ahnfeldt-Mollerup,"J0rn Utzon was born in 1918 and spent his childhood in Aalborg, Denmark. He studied architecture at The Royal Academy in Copenhagen, graduating in 1942. He designed his own house in Hellebaek in the early 50s, and in 1957 he won the international competition for the Sydney Opera House in Australia, which was not completed until 1973, six years after Utzon had withdrawn from the project. In addition, his best-known buildings include a Lutheran church in Bagsvaerd, Denmark, and the Kuwait National Assembly. He was awarded the Pritzker Prize for Architecture in 2003.                        "
11632,F. A. Wallis Budge.,
11654,Jorgen / Andersen Larsen,
11659,Thorkil Kristensen,
11660,H.P.And August Derleth Lovecraft,
11687,Angela Cohen,
11713,Dickinson Sappho,
11714,Helena-Petrovna. Revisee Blavatsky,
11715,Robert F. Young,
11732,Ernest Alfred Wallis E A Wallis Budge,
11735,Charles) Merchant (Dickens,
11743,John Brunner Lester Del Rey,
11756,August William. Derleth,
11766,Ernest Alfred Wallis Budge Palladius Athanasius,
11771,Kurt Singer,
11773,August Derleth],
11775,Egerton Sykes Ignatius Donnelly,
11790,Saki,
11796,Anthology,
11846,William. Memoir Of Aristotle By Andrew Crichton. Jardine,
11879,Carter,
11882,Herbert Whyte,
11889,John/Carter Brunner,
11896,Arthur Conan  Haining Doyle,
11910,Laura Engel,
11928,Lin / Frank Belknap Long Carter,
11932,H.P. Lovecraft Y August Derleth,
11938,Ed) M. R. James,
11983,David Eastman,
12012,Oscar Friend,
12038,David Taylor,
